country_region,report_date,anosmia_score,ageusia_score,fever_score,cough_score,breath_shortness_score,anxiety_score,depression_score,insomnia_score,anosmia_7day_avg,ageusia_7day_avg,new_confirmed,new_deceased,new_hospitalized_patients,current_intensive_care_patients,mobility_workplaces,mobility_residential,stringency_index,population_density,gdp_per_capita_usd,confirmed_7day_avg,cases_per_100k
Australia,2020-01-01,0.06,0.05,3.89,5.7,0.76,9.71,5.82,3.56,0.060000000000000005,0.046666666666666669,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-02,0.04,0.06,4.02,5.79,0.75,9.54,5.59,3.73,0.055714285714285716,0.05,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-03,0.05,0.05,4.33,5.71,0.69,8.97,5.22,3.55,0.052857142857142859,0.05,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-04,0.04,0.05,3.91,5.56,0.7,9.37,5.49,3.43,0.052857142857142859,0.05,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-05,0.06,,3.92,5.9,0.83,10.13,5.87,3.95,0.051428571428571428,0.05,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-06,0.06,0.05,4.07,6.01,0.86,10.65,5.95,4.31,0.052857142857142859,0.052000000000000005,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-07,0.05,0.06,4.07,5.79,0.75,10.34,5.92,4.42,0.051428571428571428,0.053333333333333337,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-08,0.04,0.05,3.93,5.62,0.75,10.07,5.79,4.33,0.048571428571428571,0.053333333333333337,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-09,0.05,0.05,3.91,5.34,0.74,9.79,5.64,4.27,0.05,0.051666666666666666,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-10,0.04,0.04,3.73,5.38,0.67,9.28,5.65,3.94,0.048571428571428571,0.05,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-11,0.06,0.05,3.7,5.28,0.71,9.73,5.77,3.95,0.051428571428571428,0.05,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-12,0.05,0.05,3.88,5.39,0.81,10.63,6.22,4.61,0.05,0.05,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-13,0.04,0.06,4.01,5.54,0.88,10.64,6.26,4.52,0.047142857142857146,0.051428571428571428,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-14,0.06,0.05,3.89,5.32,0.85,10.41,6.13,4.45,0.048571428571428571,0.05,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-15,0.05,0.05,3.89,5.13,0.79,10.49,5.96,4.48,0.05,0.05,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-16,0.06,0.04,3.77,5.13,0.7,10.17,5.87,4.37,0.051428571428571428,0.048571428571428571,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-17,0.04,,3.77,5.0,0.69,9.51,5.59,3.97,0.051428571428571428,0.05,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-18,0.04,0.04,3.77,4.85,0.71,9.86,6.0,3.92,0.048571428571428571,0.048333333333333332,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-19,0.04,0.05,3.88,5.04,0.81,10.78,6.29,4.37,0.047142857142857146,0.048333333333333332,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-20,0.06,0.05,3.97,5.64,0.86,10.8,6.23,4.62,0.05,0.046666666666666669,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-21,0.06,0.07,4.28,5.57,0.84,11.54,6.15,4.61,0.05,0.05,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-22,0.05,0.04,4.16,5.42,0.77,10.77,6.07,4.36,0.05,0.048333333333333339,0,0,,,,,0.0,3.319,54907,0.0,0.0
Australia,2020-01-23,0.07,0.04,4.07,5.32,0.74,10.17,5.88,4.09,0.051428571428571428,0.048333333333333339,1,0,,,,,0.0,3.319,54907,0.14285714285714285,0.0039215869281899783
Australia,2020-01-24,0.04,0.06,4.21,5.88,0.73,9.43,5.58,3.76,0.051428571428571428,0.05,3,0,,,,,0.0,3.319,54907,0.5714285714285714,0.011764760784569936
Australia,2020-01-25,0.06,0.05,4.71,6.35,0.81,9.34,5.75,3.67,0.054285714285714284,0.051428571428571428,0,0,,0,,,5.56,3.319,54907,0.5714285714285714,0.0
Australia,2020-01-26,0.06,0.04,4.58,6.2,0.8,9.69,5.9,3.6,0.057142857142857141,0.05,0,0,,0,,,5.56,3.319,54907,0.5714285714285714,0.0
Australia,2020-01-27,0.06,0.04,4.88,6.57,0.92,11.12,6.28,4.18,0.057142857142857141,0.048571428571428571,1,0,,0,,,5.56,3.319,54907,0.7142857142857143,0.0039215869281899783
Australia,2020-01-28,0.07,0.03,5.25,6.68,0.95,11.2,6.19,4.45,0.058571428571428573,0.042857142857142858,0,0,,0,,,5.56,3.319,54907,0.7142857142857143,0.0
Australia,2020-01-29,0.04,0.05,5.46,6.61,0.85,11.09,6.02,4.29,0.057142857142857141,0.044285714285714289,4,0,,0,,,5.56,3.319,54907,1.2857142857142858,0.015686347712759913
Australia,2020-01-30,0.06,0.05,5.11,6.63,0.87,10.46,5.82,3.95,0.055714285714285716,0.045714285714285714,0,0,,0,,,5.56,3.319,54907,1.1428571428571428,0.0
Australia,2020-01-31,0.05,0.04,4.92,6.29,0.8,9.57,5.58,3.52,0.057142857142857141,0.042857142857142858,0,0,,0,,,5.56,3.319,54907,0.7142857142857143,0.0
Australia,2020-02-01,0.07,0.05,4.87,6.07,0.8,9.89,5.93,3.5,0.058571428571428573,0.042857142857142858,1,0,,0,,,13.89,3.319,54907,0.8571428571428571,0.0039215869281899783
Australia,2020-02-02,0.04,0.05,4.83,6.1,0.89,11.48,6.5,4.1,0.055714285714285716,0.044285714285714289,2,0,,0,,,13.89,3.319,54907,1.1428571428571428,0.0078431738563799567
Australia,2020-02-03,0.06,0.05,4.84,6.12,0.86,11.48,6.43,4.18,0.055714285714285716,0.045714285714285714,0,0,,0,,,19.44,3.319,54907,1.0,0.0
Australia,2020-02-04,0.05,0.03,4.78,6.16,0.89,11.5,6.24,4.11,0.052857142857142859,0.045714285714285714,1,0,,0,,,19.44,3.319,54907,1.1428571428571428,0.0039215869281899783
Australia,2020-02-05,0.05,,4.68,5.93,0.85,11.33,6.28,4.0,0.054285714285714284,0.045000000000000005,1,0,,0,,,19.44,3.319,54907,0.7142857142857143,0.0039215869281899783
Australia,2020-02-06,0.05,,4.54,5.89,0.82,10.93,6.12,3.97,0.052857142857142859,0.044000000000000004,1,0,,0,,,19.44,3.319,54907,0.8571428571428571,0.0039215869281899783
Australia,2020-02-07,0.05,0.05,4.62,5.78,0.79,9.8,5.63,3.67,0.052857142857142859,0.046,0,0,,0,,,19.44,3.319,54907,0.8571428571428571,0.0
Australia,2020-02-08,0.05,,4.49,5.64,0.75,9.92,5.86,3.68,0.05,0.045000000000000005,0,0,,0,,,19.44,3.319,54907,0.7142857142857143,0.0
Australia,2020-02-09,0.05,0.05,4.78,5.75,0.89,11.58,6.51,4.3,0.051428571428571428,0.045000000000000005,0,0,,0,,,19.44,3.319,54907,0.42857142857142855,0.0
Australia,2020-02-10,0.05,0.15,5.07,6.02,0.91,11.79,6.81,4.5,0.05,0.07,0,0,,0,,,19.44,3.319,54907,0.42857142857142855,0.0
Australia,2020-02-11,0.06,0.06,5.01,5.9,0.88,11.67,6.76,4.36,0.051428571428571428,0.0775,0,0,,0,,,19.44,3.319,54907,0.2857142857142857,0.0
Australia,2020-02-12,0.07,0.06,4.91,5.81,0.85,11.42,6.66,4.29,0.054285714285714291,0.074,0,0,,0,,,19.44,3.319,54907,0.14285714285714285,0.0
Australia,2020-02-13,0.05,0.04,4.72,5.49,0.79,10.7,6.19,3.89,0.054285714285714291,0.068333333333333329,0,0,,0,,,19.44,3.319,54907,0.0,0.0
Australia,2020-02-14,0.05,0.04,4.63,5.59,0.73,9.71,5.63,3.53,0.054285714285714291,0.066666666666666666,0,0,,0,,,19.44,3.319,54907,0.0,0.0
Australia,2020-02-15,0.06,0.04,5.52,5.89,0.83,10.36,6.19,3.62,0.055714285714285716,0.062857142857142861,0,0,,0,3,0,19.44,3.319,54907,0.0,0.0
Australia,2020-02-16,0.07,0.06,5.18,11.07,0.88,11.87,6.97,4.12,0.058571428571428573,0.064285714285714279,0,0,,0,-1,0,19.44,3.319,54907,0.0,0.0
Australia,2020-02-17,0.05,0.04,5.22,7.7,0.93,12.64,7.04,4.51,0.058571428571428573,0.048571428571428571,0,0,,0,17,-2,19.44,3.319,54907,0.0,0.0
Australia,2020-02-18,0.08,0.05,5.43,6.85,0.86,12.12,7.07,4.41,0.06142857142857143,0.047142857142857146,0,0,,0,14,-1,19.44,3.319,54907,0.0,0.0
Australia,2020-02-19,0.07,0.06,4.96,6.47,0.81,11.74,6.77,4.23,0.06142857142857143,0.047142857142857146,0,0,,0,13,-1,19.44,3.319,54907,0.0,0.0
Australia,2020-02-20,0.05,0.06,4.95,6.32,0.79,11.28,6.5,3.99,0.06142857142857143,0.05,0,0,,0,13,-2,19.44,3.319,54907,0.0,0.0
Australia,2020-02-21,0.06,0.06,4.74,6.48,0.7,9.84,5.88,3.71,0.062857142857142861,0.052857142857142859,4,0,,0,16,-3,19.44,3.319,54907,0.5714285714285714,0.015686347712759913
Australia,2020-02-22,0.06,0.07,4.83,6.46,0.77,10.34,6.22,3.58,0.062857142857142861,0.057142857142857141,1,0,,0,3,-1,19.44,3.319,54907,0.7142857142857143,0.0039215869281899783
Australia,2020-02-23,0.07,0.06,5.39,6.82,0.93,12.38,7.17,4.14,0.062857142857142861,0.057142857142857141,0,0,,0,-2,0,19.44,3.319,54907,0.7142857142857143,0.0
Australia,2020-02-24,0.06,0.06,5.54,7.05,0.94,12.45,7.14,4.36,0.0642857142857143,0.06,0,0,,0,17,-1,19.44,3.319,54907,0.7142857142857143,0.0
Australia,2020-02-25,0.05,0.05,5.59,7.05,0.95,12.21,7.0,4.46,0.060000000000000005,0.06,0,0,,0,15,-1,19.44,3.319,54907,0.7142857142857143,0.0
Australia,2020-02-26,0.07,0.06,7.72,7.34,0.92,11.86,6.71,4.24,0.060000000000000005,0.06,0,0,,0,14,-1,19.44,3.319,54907,0.7142857142857143,0.0
Australia,2020-02-27,0.06,0.06,6.35,7.66,0.89,11.53,6.51,4.05,0.06142857142857143,0.06,3,0,,0,14,-1,19.44,3.319,54907,1.1428571428571428,0.011764760784569936
Australia,2020-02-28,0.05,0.06,7.0,7.7,0.81,10.06,5.89,3.7,0.060000000000000005,0.06,2,0,,0,17,-3,19.44,3.319,54907,0.8571428571428571,0.0078431738563799567
Australia,2020-02-29,0.06,0.05,6.8,8.06,0.86,10.37,6.23,3.63,0.060000000000000005,0.057142857142857141,0,0,,0,4,-1,19.44,3.319,54907,0.7142857142857143,0.0
Australia,2020-03-01,0.07,0.04,6.76,8.74,1.06,12.11,7.02,4.14,0.060000000000000005,0.054285714285714284,3,1,,0,-1,0,19.44,3.319,54907,1.1428571428571428,0.011764760784569936
Australia,2020-03-02,0.05,0.06,7.51,11.13,1.09,12.41,7.17,4.25,0.058571428571428573,0.054285714285714284,4,0,,0,10,0,19.44,3.319,54907,1.7142857142857142,0.015686347712759913
Australia,2020-03-03,0.06,0.05,7.68,10.67,1.09,12.32,6.95,4.13,0.060000000000000005,0.054285714285714284,8,1,,0,15,-1,19.44,3.319,54907,2.8571428571428572,0.031372695425519827
Australia,2020-03-04,0.06,0.06,7.72,10.67,1.11,12.18,6.85,4.03,0.058571428571428573,0.054285714285714284,11,0,,0,14,-1,19.44,3.319,54907,4.4285714285714288,0.04313745621008977
Australia,2020-03-05,0.05,0.05,7.4,9.6,1.08,11.5,6.57,3.99,0.057142857142857141,0.052857142857142859,8,0,,0,13,0,19.44,3.319,54907,5.1428571428571432,0.031372695425519827
Australia,2020-03-06,0.05,0.05,7.18,9.55,0.96,10.31,6.04,3.62,0.057142857142857141,0.051428571428571428,4,0,,0,16,-2,19.44,3.319,54907,5.4285714285714288,0.015686347712759913
Australia,2020-03-07,0.05,0.05,7.68,9.62,0.91,10.04,6.05,3.39,0.055714285714285716,0.051428571428571428,10,0,,0,2,0,19.44,3.319,54907,6.8571428571428568,0.039215869281899789
Australia,2020-03-08,0.04,0.06,8.48,10.98,1.07,10.95,6.44,3.69,0.051428571428571428,0.054285714285714284,7,1,,0,-2,0,19.44,3.319,54907,7.4285714285714288,0.027451108497329849
Australia,2020-03-09,0.07,0.07,9.97,11.8,1.22,11.93,7.03,4.08,0.054285714285714284,0.055714285714285716,12,0,,0,-14,4,19.44,3.319,54907,8.5714285714285712,0.047059043138279744
Australia,2020-03-10,0.05,0.05,10.01,11.54,1.23,11.97,6.92,4.01,0.052857142857142859,0.055714285714285716,20,0,,0,13,-1,19.44,3.319,54907,10.285714285714286,0.078431738563799577
Australia,2020-03-11,0.05,0.06,11.69,13.44,1.35,11.56,6.63,3.89,0.051428571428571435,0.055714285714285716,15,0,,0,14,-1,19.44,3.319,54907,10.857142857142858,0.058823803922849686
Australia,2020-03-12,0.05,0.05,13.86,15.05,1.57,10.91,5.98,4.38,0.051428571428571435,0.055714285714285716,30,0,,0,13,-1,19.44,3.319,54907,14.0,0.11764760784569937
Australia,2020-03-13,0.04,0.06,17.14,16.73,1.72,9.49,5.0,3.47,0.05,0.057142857142857141,41,1,,0,14,-1,19.44,3.319,54907,19.285714285714285,0.16078506405578913
Australia,2020-03-14,0.05,0.05,17.51,16.39,1.59,9.85,5.49,3.37,0.05,0.057142857142857141,51,1,,0,3,2,19.44,3.319,54907,25.142857142857142,0.20000093333768892
Australia,2020-03-15,0.05,0.04,20.76,18.45,1.95,11.43,6.09,3.25,0.051428571428571435,0.054285714285714284,48,0,,0,-1,2,19.44,3.319,54907,31.0,0.18823617255311897
Australia,2020-03-16,0.05,0.07,21.58,17.15,1.99,11.39,6.03,3.16,0.048571428571428571,0.054285714285714284,79,0,,0,12,1,30.56,3.319,54907,40.571428571428569,0.30980536732700831
Australia,2020-03-17,0.06,0.05,22.31,15.93,1.99,12.04,5.75,3.21,0.05,0.054285714285714284,78,1,,0,5,3,30.56,3.319,54907,48.857142857142854,0.30588378039881831
Australia,2020-03-18,0.08,0.05,20.54,16.05,1.99,12.09,5.99,3.25,0.054285714285714284,0.052857142857142859,113,0,,5,2,5,36.11,3.319,54907,62.857142857142854,0.44313932288546759
Australia,2020-03-19,0.07,0.06,17.34,14.18,1.83,11.22,5.98,3.33,0.057142857142857148,0.054285714285714284,142,0,,5,0,5,44.44,3.319,54907,78.857142857142861,0.55686534380297692
Australia,2020-03-20,0.07,0.07,16.66,14.27,1.81,9.82,5.1,3.04,0.06142857142857143,0.055714285714285716,138,1,,6,0,6,47.22,3.319,54907,92.714285714285708,0.541178996090217
Australia,2020-03-21,0.25,0.09,16.06,14.09,1.92,9.74,5.23,2.99,0.09,0.06142857142857143,225,0,,6,-4,7,47.22,3.319,54907,117.57142857142857,0.88235705884274518
Australia,2020-03-22,0.71,0.23,16.81,14.96,1.94,10.4,5.46,2.79,0.18428571428571427,0.088571428571428579,280,0,,0,-12,6,47.22,3.319,54907,150.71428571428572,1.0980443398931941
Australia,2020-03-23,1.82,0.2,16.14,13.88,1.92,10.75,5.72,2.92,0.43714285714285717,0.10714285714285715,328,0,,0,-6,8,52.78,3.319,54907,186.28571428571428,1.286280512446313
Australia,2020-03-24,0.68,0.13,15.46,13.18,1.85,10.34,5.4,2.87,0.52571428571428569,0.11857142857142858,370,1,,14,-19,12,71.3,3.319,54907,228.0,1.450987163430292
Australia,2020-03-25,0.44,0.11,14.56,12.01,1.75,10.3,5.43,2.92,0.57714285714285718,0.12714285714285714,380,1,,12,-23,14,71.3,3.319,54907,266.14285714285717,1.4902030327121918
Australia,2020-03-26,0.31,0.13,13.49,10.89,1.7,10.05,5.29,2.94,0.61142857142857143,0.13714285714285715,379,4,,19,-27,16,71.3,3.319,54907,300.0,1.4862814457840019
Australia,2020-03-27,0.28,0.13,12.95,10.75,1.62,9.58,4.68,2.84,0.64142857142857146,0.14571428571428571,372,0,,22,-26,17,71.3,3.319,54907,333.42857142857144,1.458830337286672
Australia,2020-03-28,0.48,0.11,12.3,10.3,1.66,9.58,5.16,2.97,0.67428571428571427,0.14857142857142858,459,1,,25,-27,15,71.3,3.319,54907,366.85714285714283,1.8000084000392
Australia,2020-03-29,0.21,0.09,10.99,9.37,1.69,11.18,5.88,3.16,0.60285714285714287,0.12857142857142859,345,2,,43,-33,13,71.3,3.319,54907,376.14285714285717,1.3529474902255427
Australia,2020-03-30,0.34,0.08,9.96,8.6,1.49,10.89,5.96,3.44,0.39142857142857146,0.11142857142857143,270,2,,55,-32,16,71.3,3.319,54907,367.85714285714283,1.0588284706112943
Australia,2020-03-31,0.2,0.09,9.78,8.31,1.46,10.76,5.86,3.55,0.32285714285714284,0.10571428571428572,313,1,,66,-36,18,71.3,3.319,54907,359.71428571428572,1.2274567085234633
Australia,2020-04-01,0.2,0.11,9.81,8.04,1.41,10.66,5.86,3.71,0.28857142857142859,0.10571428571428572,306,2,,75,-37,19,71.3,3.319,54907,349.14285714285717,1.2000056000261334
Australia,2020-04-02,0.19,0.1,8.82,7.46,1.36,10.52,5.87,3.64,0.27142857142857146,0.10142857142857142,276,3,,85,-38,20,73.15,3.319,54907,334.42857142857144,1.082357992180434
Australia,2020-04-03,0.24,0.14,8.06,6.99,1.18,9.17,5.37,3.48,0.26571428571428574,0.10285714285714286,227,4,,84,-36,20,73.15,3.319,54907,313.71428571428572,0.89020023269912507
Australia,2020-04-04,0.16,0.12,7.29,6.83,1.17,9.32,5.66,3.38,0.22,0.10428571428571429,190,2,,86,-33,17,73.15,3.319,54907,275.28571428571428,0.74510151635609589
Australia,2020-04-05,0.14,0.09,8.29,7.29,1.41,10.31,6.01,3.48,0.21000000000000002,0.10428571428571429,143,5,,93,-36,14,73.15,3.319,54907,246.42857142857142,0.56078693073116692
Australia,2020-04-06,0.15,0.09,8.46,7.27,1.44,10.37,6.04,3.72,0.18285714285714286,0.10571428571428572,106,6,,96,-37,17,73.15,3.319,54907,223.0,0.41568821438813774
Australia,2020-04-07,0.17,0.09,7.8,6.92,1.33,10.35,5.93,3.71,0.17857142857142858,0.10571428571428572,119,7,,93,-39,19,73.15,3.319,54907,195.28571428571428,0.46666884445460743
Australia,2020-04-08,0.12,0.09,7.03,6.21,1.25,10.05,5.93,3.69,0.16714285714285715,0.10285714285714286,105,2,,87,-39,19,73.15,3.319,54907,166.57142857142858,0.41176662745994774
Australia,2020-04-09,0.11,0.1,6.41,5.67,1.17,9.12,5.59,3.38,0.15571428571428572,0.10285714285714286,85,1,,81,-40,18,73.15,3.319,54907,139.28571428571428,0.33333488889614815
Australia,2020-04-10,0.1,0.1,5.79,5.41,1.11,9.1,5.27,3.51,0.13571428571428573,0.097142857142857142,107,3,,81,-82,33,73.15,3.319,54907,122.14285714285714,0.41960980131632775
Australia,2020-04-11,0.1,0.11,5.51,5.39,1.03,8.86,5.27,3.36,0.12714285714285714,0.09571428571428571,97,2,,80,-41,18,73.15,3.319,54907,108.85714285714286,0.3803939320344279
Australia,2020-04-12,0.18,0.12,5.42,5.4,1.16,9.56,5.7,3.58,0.13285714285714287,0.1,25,3,,83,-43,15,73.15,3.319,54907,92.0,0.098039673204749461
Australia,2020-04-13,0.2,0.11,6.04,5.69,1.19,10.41,6.05,3.96,0.14,0.10285714285714286,44,2,,79,-78,27,73.15,3.319,54907,83.142857142857139,0.17254982484035908
Australia,2020-04-14,0.25,0.1,6.76,5.59,1.2,10.96,6.36,4.17,0.15142857142857144,0.10428571428571429,49,1,,78,-42,19,73.15,3.319,54907,73.142857142857139,0.19215775948130895
Australia,2020-04-15,0.2,0.1,6.83,5.75,1.19,10.97,6.46,4.38,0.16285714285714287,0.10571428571428572,38,1,,73,-41,20,69.44,3.319,54907,63.571428571428569,0.14902030327121918
Australia,2020-04-16,0.19,0.08,6.24,5.36,1.11,10.63,6.3,4.32,0.17428571428571429,0.10285714285714286,33,0,,67,-41,20,69.44,3.319,54907,56.142857142857146,0.12941236863026928
Australia,2020-04-17,0.14,0.1,5.59,5.13,1.05,9.64,5.68,3.94,0.18,0.10285714285714286,47,2,,60,-39,20,69.44,3.319,54907,47.571428571428569,0.184314585624929
Australia,2020-04-18,0.17,0.08,4.91,4.96,1.12,9.57,5.87,3.93,0.19,0.098571428571428574,42,3,,55,-30,16,69.44,3.319,54907,39.714285714285715,0.1647066509839791
Australia,2020-04-19,0.15,0.09,5.47,5.14,1.13,11.04,6.34,4.17,0.18571428571428572,0.094285714285714292,45,2,,48,-34,14,69.44,3.319,54907,42.571428571428569,0.17647141176854902
Australia,2020-04-20,0.13,0.1,5.58,5.07,1.12,11.0,6.45,4.44,0.17571428571428571,0.09285714285714286,13,1,,50,-35,17,69.44,3.319,54907,38.142857142857146,0.050980630066469718
Australia,2020-04-21,0.11,0.09,5.5,4.91,1.08,11.14,6.44,4.55,0.15571428571428572,0.091428571428571428,23,1,,48,-37,18,69.44,3.319,54907,34.428571428571431,0.0901964993483695
Australia,2020-04-22,0.12,0.09,5.16,4.74,1.07,11.0,6.38,4.3,0.14428571428571429,0.09,12,2,,47,-37,18,69.44,3.319,54907,30.714285714285715,0.047059043138279744
Australia,2020-04-23,0.1,0.1,5.25,4.53,1.02,10.86,6.28,4.33,0.13142857142857142,0.09285714285714286,8,2,,45,-37,19,69.44,3.319,54907,27.142857142857142,0.031372695425519827
Australia,2020-04-24,0.11,0.09,4.87,4.2,0.95,9.55,5.55,3.85,0.12714285714285714,0.091428571428571428,20,3,,43,-35,18,69.44,3.319,54907,23.285714285714285,0.078431738563799577
Australia,2020-04-25,0.12,0.08,4.8,4.36,0.99,10.05,5.96,3.91,0.12,0.091428571428571428,20,2,,43,-43,17,69.44,3.319,54907,20.142857142857142,0.078431738563799577
Australia,2020-04-26,0.11,0.07,4.93,4.49,1.07,11.49,6.75,4.17,0.11428571428571428,0.088571428571428579,18,2,,42,-32,13,69.44,3.319,54907,16.285714285714285,0.070588564707419615
Australia,2020-04-27,0.12,0.09,6.58,4.66,1.09,11.96,6.92,4.49,0.11285714285714285,0.087142857142857147,8,1,,43,-39,17,69.44,3.319,54907,15.571428571428571,0.031372695425519827
Australia,2020-04-28,0.14,0.06,10.52,4.73,1.05,12.12,7.24,4.53,0.11714285714285715,0.082857142857142851,12,5,,42,-34,16,69.44,3.319,54907,14.0,0.047059043138279744
Australia,2020-04-29,0.12,0.09,7.34,4.59,1.02,12.05,7.07,4.42,0.11714285714285715,0.082857142857142851,17,2,,37,-34,11,69.44,3.319,54907,14.714285714285714,0.066666977779229641
Australia,2020-04-30,0.14,0.09,5.76,4.51,0.94,11.3,6.73,4.18,0.12285714285714286,0.081428571428571433,11,2,,34,-34,18,69.44,3.319,54907,15.142857142857142,0.04313745621008977
Australia,2020-05-01,0.12,0.1,5.28,4.32,0.93,9.64,5.69,3.78,0.12428571428571429,0.082857142857142851,12,1,,29,-31,18,69.44,3.319,54907,14.0,0.047059043138279744
Australia,2020-05-02,0.12,0.1,4.99,4.44,1.0,10.03,6.26,3.83,0.12428571428571429,0.085714285714285715,15,0,,29,-27,13,69.44,3.319,54907,13.285714285714286,0.058823803922849686
Australia,2020-05-03,0.14,0.07,6.01,4.62,1.1,11.62,6.96,4.15,0.12857142857142859,0.085714285714285715,18,2,,29,-29,11,69.44,3.319,54907,13.285714285714286,0.070588564707419615
Australia,2020-05-04,0.13,0.09,5.86,4.69,1.1,12.08,7.19,4.44,0.13,0.085714285714285715,27,1,,28,-41,17,69.44,3.319,54907,16.0,0.10588284706112942
Australia,2020-05-05,0.12,0.08,5.41,4.56,1.09,11.96,7.13,4.36,0.12714285714285714,0.088571428571428579,27,1,,27,-31,16,69.44,3.319,54907,18.142857142857142,0.10588284706112942
Australia,2020-05-06,0.11,0.09,5.53,4.56,1.01,12.09,7.3,4.43,0.12571428571428572,0.088571428571428579,26,0,,27,-31,16,69.44,3.319,54907,19.428571428571427,0.10196126013293944
Australia,2020-05-07,0.13,0.08,5.9,4.31,1.02,11.57,7.08,4.3,0.12428571428571429,0.087142857142857147,22,0,,22,-31,16,69.44,3.319,54907,21.0,0.086274912420179539
Australia,2020-05-08,0.1,0.07,5.41,4.03,0.87,9.91,5.98,3.83,0.12142857142857143,0.082857142857142865,18,0,,20,-28,16,69.44,3.319,54907,21.857142857142858,0.070588564707419615
Australia,2020-05-09,0.12,0.09,7.04,3.82,0.87,9.82,6.05,3.67,0.12142857142857143,0.081428571428571433,16,0,,18,-23,12,69.44,3.319,54907,22.0,0.062745390851039654
Australia,2020-05-10,0.13,0.08,6.86,4.5,0.98,12.04,7.5,4.17,0.12,0.082857142857142851,14,0,,17,-24,9,69.44,3.319,54907,21.428571428571427,0.0549022169946597
Australia,2020-05-11,0.1,0.07,5.62,4.6,1.04,12.59,7.68,4.29,0.11571428571428571,0.08,8,0,,16,-27,14,69.44,3.319,54907,18.714285714285715,0.031372695425519827
Australia,2020-05-12,0.12,0.08,9.48,4.83,1.13,12.78,7.56,4.4,0.11571428571428571,0.08,24,0,,16,-28,15,69.44,3.319,54907,18.285714285714285,0.094118086276559487
Australia,2020-05-13,0.1,0.07,10.18,4.59,1.01,12.24,7.46,4.27,0.11428571428571428,0.077142857142857152,14,1,,17,-27,15,69.44,3.319,54907,16.571428571428573,0.0549022169946597
Australia,2020-05-14,0.1,0.07,6.94,4.46,0.96,11.87,7.22,4.11,0.11,0.07571428571428572,14,0,,18,-28,15,69.44,3.319,54907,15.428571428571429,0.0549022169946597
Australia,2020-05-15,0.07,0.08,5.83,4.1,0.87,10.42,6.42,3.75,0.10571428571428572,0.077142857142857152,32,0,,17,-27,15,65.74,3.319,54907,17.428571428571427,0.12549078170207931
Australia,2020-05-16,0.09,0.07,6.51,4.09,0.89,10.77,6.83,3.78,0.10142857142857144,0.074285714285714288,17,0,,16,-22,9,64.35,3.319,54907,17.571428571428573,0.066666977779229641
Australia,2020-05-17,0.1,0.08,6.68,4.62,1.04,12.83,7.96,4.25,0.097142857142857142,0.074285714285714288,8,0,,16,-24,8,64.35,3.319,54907,16.714285714285715,0.031372695425519827
Australia,2020-05-18,0.17,0.06,5.86,4.54,1.04,13.13,7.9,4.45,0.10714285714285715,0.072857142857142856,9,1,,12,-24,13,67.13,3.319,54907,16.857142857142858,0.035294282353709808
Australia,2020-05-19,0.13,0.06,5.38,4.53,1.01,12.9,7.78,4.95,0.10857142857142858,0.07,8,1,,11,-25,14,67.13,3.319,54907,14.571428571428571,0.031372695425519827
Australia,2020-05-20,0.1,0.07,5.22,4.98,0.99,12.67,7.7,4.48,0.10857142857142858,0.07,13,0,,9,-25,15,67.13,3.319,54907,14.428571428571429,0.050980630066469718
Australia,2020-05-21,0.09,0.06,4.89,4.46,0.94,12.02,7.31,4.26,0.10714285714285715,0.068571428571428575,6,0,,9,-26,15,67.13,3.319,54907,13.285714285714286,0.023529521569139872
Australia,2020-05-22,0.12,0.07,4.33,4.09,0.85,10.13,6.19,3.87,0.11428571428571428,0.067142857142857143,15,1,,7,-23,14,67.13,3.319,54907,10.857142857142858,0.058823803922849686
Australia,2020-05-23,0.14,0.08,4.16,4.18,0.87,10.54,6.53,3.78,0.12142857142857143,0.068571428571428575,15,1,,5,-19,10,67.13,3.319,54907,10.571428571428571,0.058823803922849686
